Contig	viruses_3097x_sr.mmi.139536_S27_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139537_S33_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139538_S35_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139539_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139540_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139541_S25_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139542_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139543_S12_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139544_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139545_S147_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139546_S148_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139547_S149_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139548_S150_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139549_S151_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139550_S152_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139551_S153_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139552_S154_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139553_S155_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139554_S156_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139555_S157_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139556_S158_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139557_S159_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139558_S160_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139560_S161_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139561_S162_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139562_S163_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139563_S164_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139564_S165_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139565_S166_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139566_S167_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139567_S168_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139568_S169_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139569_S170_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139570_S171_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139571_S172_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139572_S173_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139573_S174_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139574_S175_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139575_S176_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139576_S177_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139577_S178_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139578_S179_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139579_S180_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139580_S181_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139581_S182_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139582_S183_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139583_S184_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139584_S185_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139585_S186_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139586_S187_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139587_S188_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139588_S189_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139589_S190_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139590_S191_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3106_S36_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3107_S37_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3108_S38_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3109_S39_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3110_S40_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3111_S41_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3112_S42_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3113_S43_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3114_S44_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9007_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9008_S2_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9009_S3_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9010_S4_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9011_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9012_S6_R1_001.fastq.gz_filtered Read Count
SD4469_S24_NODE_192_length_21273_cov_6.664654	0	0	0	0	0	0	8	7	7	25	0	4	0	0	0	0	9	1	6	2	0	91	12	4	0	11	16	0	7	0	6	6	4	0	6	1	0	0	0	0	0	12	9	3	42	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	6	93	36	2	13	8	6
SD4469_S24_NODE_207_length_20426_cov_17.094452	5	8	2	591	622	226	477	127	225	165	72	134	36	21	46	0	6	2	45	26	17	284	33	33	8	24	40	6	5	7	16	30	2	4	16	4	6	3	5	3	2	6	0	1	3	139	81	105	12	34	45	5	12	4	3	3	10	7	4	1	6	6	3	104	95	3	6	4	4
SD4469_S24_NODE_208_length_20421_cov_10.116791	0	0	0	4	3	5	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	71	8	6	0	3	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	21	0	11
SD4469_S24_NODE_219_length_19935_cov_22.849078	0	0	0	1	4	0	1	14	2	904	836	1042	0	9	8	0	0	0	63	48	33	217	35	10	6	24	70	6	0	6	19	10	2	0	25	2	146	81	134	16	24	96	0	9	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	198	153	5	31	1	10
SD4469_S24_NODE_220_length_19868_cov_15.567228	31	33	35	78	68	20	50	3	5	334	252	421	145	181	169	2	0	2	116	139	69	315	66	45	30	34	96	10	2	8	10	5	8	8	11	8	17	7	14	0	0	3	0	1	4	0	3	1	1	0	5	0	0	0	0	0	0	0	0	0	0	1	1	30	22	3	20	4	7
SD4469_S24_NODE_228_length_19275_cov_16.128086	0	0	0	2	0	0	0	2	0	1318	803	1472	93	154	146	2	0	0	74	50	54	226	48	36	0	4	16	2	1	4	9	10	9	2	12	2	3	0	2	0	0	0	0	0	4	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	50	2	4	0	1
SD4469_S24_NODE_245_length_18540_cov_6.111141	0	0	0	10	11	4	7	0	5	1	0	0	1	0	0	3	22	0	2	2	1	112	27	13	21	22	104	0	0	0	0	0	0	0	22	13	0	0	0	0	0	2	4	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	12	4	96	31	24
SD4469_S24_NODE_262_length_17891_cov_5.204951	0	0	0	65	49	39	31	19	36	4	0	2	3	2	3	4	35	0	3	8	2	25	2	2	8	29	93	0	0	8	8	4	4	2	15	9	0	2	0	0	2	6	0	4	21	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	2	8	103	47	0	134	30	30
SD4469_S24_NODE_298_length_16515_cov_7.807032	5	1	1	3	1	0	0	0	0	365	288	567	21	54	44	5	0	0	14	31	44	96	40	18	8	0	2	2	0	2	1	2	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0
SD4469_S24_NODE_323_length_15564_cov_13.782721	0	0	0	161	141	59	146	42	88	16	2	6	12	8	14	8	57	18	3	17	0	174	25	7	8	23	75	4	10	0	6	8	2	4	4	0	2	3	8	8	0	22	0	4	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	126	65	0	19	8	0
SD4469_S24_NODE_462_length_12752_cov_4.965996	0	0	0	0	0	0	0	0	0	67	1	16	4	5	7	4	2	0	0	0	0	14	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	18	0	0	0	0
SD4469_S24_NODE_531_length_11644_cov_6.009164	0	0	0	2	3	2	2	0	0	0	0	0	0	0	0	0	0	0	4	6	6	11	2	8	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
SD4470_S25_NODE_1_length_127966_cov_9.348005	2	2	1	61	62	25	99	103	194	2	0	1	1	1	4	75	106	15	0	16	3	1564	334	227	10711	10259	14137	0	0	0	88	57	14	102	276	264	3	2	7	21	32	27	75	42	219	1	0	1	1	2	3	0	3	9	8	6	11	26	7	5	18	7	11	71	88	10	574	205	358
SD4470_S25_NODE_2_length_101405_cov_11.289851	0	0	0	2	0	0	6	13	21	12	0	2	0	0	0	0	6	0	2	2	0	10	4	3	1740	1504	5092	0	4	0	24	6	0	42	123	332	1	0	6	214	54	3761	37	8	90	1	0	0	0	4	1	4	0	20	0	0	0	0	0	0	0	0	0	60	61	6	474	249	561
SD4470_S25_NODE_5_length_77947_cov_8.553705	0	0	0	32	35	183	2726	2751	5558	2	0	0	14	18	8	5818	10691	3646	0	0	6	118	28	22	4525	2950	5271	0	0	10	2	6	2	6	14	43	2	0	0	0	0	5	8158	9807	17599	0	0	0	0	0	0	0	4	18	0	0	0	0	2	0	0	2	0	17	10	7	59	91	58
SD4470_S25_NODE_7_length_63293_cov_23.467682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	406	48	18	1504	2551	6147	0	0	0	14	2	0	4	61	28	0	0	0	0	0	0	1	6	42	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	18	22	4	63	29	36
SD4470_S25_NODE_8_length_62162_cov_44.463558	0	0	0	10	28	241	5216	5271	11231	57	0	10	4	4	10	238	4038	1462	0	4	0	94	40	18	2611	2360	8776	6	28	0	100	38	16	245	1477	2314	0	0	6	8	0	103	1595	1153	9647	0	0	2	0	0	2	29	43	142	0	0	0	0	0	0	14	12	12	491	526	30	8032	3263	5446
SD4470_S25_NODE_10_length_59753_cov_60.631678	0	0	0	0	0	4	6	15	17	0	0	0	0	8	0	120	100	198	1	33	2	1488	172	81	2457	4366	11486	4	0	4	113	67	21	217	1303	509	0	0	4	2	2	15	68	123	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	8	636	548	25	1398	309	703
SD4470_S25_NODE_11_length_57246_cov_19.055625	6	7	3	25	17	8	99	151	330	43	15	26	67	71	54	818	462	3277	16	35	46	332	218	215	16444	18543	19725	25	9	10	392	412	270	1404	4046	1321	27	24	16	61	118	138	570	834	3069	13	2	11	10	26	26	604	909	1230	4	5	5	12	19	11	24	18	27	518	754	190	4656	800	1691
SD4470_S25_NODE_12_length_55800_cov_9.428333	2	2	0	257	275	207	1279	1116	2099	42	6	4	6	13	13	420	7723	876	1	14	0	43	2	3	221	435	1509	14	59	11	15	16	4	7	73	45	2	0	0	0	0	8	28	70	452	0	0	0	0	0	1	2	10	30	0	0	0	2	0	2	36	23	23	109	63	0	353	135	137
SD4470_S25_NODE_13_length_55026_cov_21.625016	5	5	9	57	48	19	46	32	47	185	96	162	61	87	98	0	0	11	51	103	76	466	131	142	827	1424	3066	12	8	5	209	118	48	87	551	332	57	54	24	6	10	47	111	139	1088	0	2	0	1	0	2	7	3	3	0	0	1	1	0	2	6	1	1	479	774	27	995	123	399
SD4470_S25_NODE_14_length_53444_cov_13.792662	3	3	7	60	45	38	38	9	26	2	0	0	38	50	32	45	33	96	2	25	4	2363	1438	1381	2254	3346	4145	8	3	1	290	244	188	195	865	488	103	118	98	94	111	129	89	104	590	24	3	9	32	61	65	430	447	692	0	0	1	0	0	4	2	0	4	376	481	86	1330	238	586
SD4470_S25_NODE_18_length_47100_cov_13.432235	0	0	0	2	8	12	137	166	303	1	0	0	0	0	0	13	313	35	5	0	0	31	4	6	1119	1254	4063	0	1	0	11	10	0	20	157	250	0	0	0	0	0	2	39	41	323	0	0	0	0	0	0	4	4	17	0	0	2	2	0	0	44	19	25	98	72	2	996	552	646
SD4470_S25_NODE_20_length_45722_cov_10.016103	1	4	0	22	21	30	222	349	569	0	0	0	0	0	0	268	572	394	0	2	0	36	2	0	932	1235	2092	2	0	0	19	7	4	165	691	405	4	0	4	7	2	18	72	177	1452	0	0	0	1	5	1	0	0	6	16	15	12	5	0	1	10	12	15	494	215	19	3592	1102	889
SD4470_S25_NODE_21_length_45721_cov_20.379108	0	0	0	36	40	354	7266	9923	17679	4	2	6	2	4	2	347	1404	2211	0	0	0	16	1	6	1038	1194	2915	0	0	2	0	0	0	47	500	128	1	3	2	0	2	0	135	288	1073	0	0	2	0	0	0	118	206	314	0	0	0	8	6	8	1048	901	665	6	32	6	1461	133	440
SD4470_S25_NODE_22_length_45685_cov_5.512673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	12	0	0	0	14	2	2	502	390	1247	0	0	0	0	0	0	0	11	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	14	13
SD4470_S25_NODE_23_length_44347_cov_16.401943	0	0	0	8	8	0	23	15	57	0	2	0	0	0	0	0	0	0	0	4	4	40	2	2	128	654	1969	0	2	0	64	44	6	10	66	20	14	4	19	7	2	50	5	15	77	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	350	358	8	217	22	25
SD4470_S25_NODE_24_length_44078_cov_18.341651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	2	256	594	2085	0	0	0	4	4	0	2	51	45	0	0	0	0	0	0	14	10	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	21	6	237	43	74
SD4470_S25_NODE_26_length_43261_cov_22.622337	0	0	0	2	4	10	377	375	687	0	0	0	0	0	4	228	5267	603	0	0	0	56	3	6	1218	1081	3493	0	0	0	14	12	2	58	358	542	0	0	0	0	0	7	231	183	1769	0	0	0	0	0	0	2	0	18	0	0	0	0	0	0	3	3	0	198	125	6	2263	1791	1444
SD4470_S25_NODE_30_length_40825_cov_6.745754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	61	130	483	0	0	0	0	2	0	0	24	26	0	0	0	0	0	0	8	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	70	22	19
SD4470_S25_NODE_31_length_40794_cov_7.403713	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	190	2085	509	0	0	0	56	10	10	88	234	687	0	0	0	2	4	0	14	39	28	0	0	0	0	0	3	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	34	4	127	81	58
SD4470_S25_NODE_33_length_40406_cov_8.161769	28	44	38	92	108	53	107	44	101	3	0	5	37	38	31	41	21	74	2	15	3	736	749	797	10229	6572	5654	9	2	14	255	241	230	344	908	457	49	60	78	323	390	516	1273	3773	20858	9	9	15	211	266	429	279	254	171	21	18	34	56	30	37	25	16	13	2368	1502	405	2274	288	365
SD4470_S25_NODE_34_length_40365_cov_14.176976	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	183	288	631	0	0	0	3	4	0	143	362	1320	0	0	0	4	0	0	4	48	26	0	0	0	12	11	25	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	10	4	334	34	71
SD4470_S25_NODE_36_length_40032_cov_7.155975	0	0	0	13	4	3	94	103	199	0	0	0	2	0	2	70	1360	611	0	0	0	34	13	2	149	175	836	0	0	1	18	8	2	31	154	80	0	0	2	0	0	8	30	55	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	98	0	497	130	208
SD4470_S25_NODE_39_length_39678_cov_12.853312	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	94	280	843	0	0	0	0	0	0	0	60	16	0	0	0	0	0	2	11	9	63	0	0	0	0	0	0	0	2	15	0	0	0	0	0	0	0	0	0	16	12	0	258	28	43
SD4470_S25_NODE_41_length_39322_cov_11.021557	0	0	0	8	11	1	2	0	0	6	2	0	0	4	4	2	17	2	28	3	3	245	26	34	121	372	1128	4	4	2	3	15	6	9	59	13	0	0	2	0	0	5	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	122	61	10	435	86	66
SD4470_S25_NODE_43_length_38997_cov_15.382117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	235	407	1525	0	0	0	4	2	0	12	53	51	0	0	0	0	0	0	8	23	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	46	4	475	97	112
SD4470_S25_NODE_44_length_38958_cov_26.713305	5	4	0	10	13	3	5	0	10	3	1	2	2	3	1	1898	11042	1508	6	1	0	85	13	8	604	1923	3691	5	3	3	70	42	11	273	796	557	13	14	30	10	12	74	933	2741	12737	5	7	12	1	2	4	11	8	18	5	4	13	0	0	0	1	0	3	1269	649	20	4699	1297	1025
SD4470_S25_NODE_46_length_38815_cov_9.026589	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	24	0	2	57	223	796	0	0	0	0	0	0	18	98	43	0	0	0	0	0	0	87	90	914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	19	0	500	11	117
SD4470_S25_NODE_48_length_38622_cov_9.138436	0	0	0	15	14	77	1284	1241	2399	0	0	0	2	8	4	371	4899	415	4	0	0	28	4	0	127	201	683	0	0	0	10	2	0	13	54	28	0	0	0	0	0	16	188	514	3978	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	108	74	5	344	99	66
SD4470_S25_NODE_49_length_38187_cov_4.820073	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	16	4	0	0	0	0	0	0	40	65	279	0	0	0	3	2	0	6	37	24	0	0	0	0	0	8	6	32	125	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	1	1	0	35	24	0	311	57	30
SD4470_S25_NODE_50_length_38138_cov_7.428391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	136	33	0	0	0	8	0	0	30	137	372	0	0	0	6	0	0	8	40	18	0	0	0	0	0	0	10	6	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	58	0	192	50	67
SD4470_S25_NODE_51_length_38103_cov_7.222295	0	0	0	0	0	0	14	7	31	0	0	0	0	0	0	2	9	2	0	0	0	19	8	4	119	235	582	0	0	0	4	4	0	12	74	26	0	0	0	0	0	4	13	29	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	30	10	4	128	62	33
SD4470_S25_NODE_53_length_37871_cov_10.697730	0	0	0	117	112	273	4775	6278	11551	2	0	0	2	6	0	201	1400	338	2	0	0	28	12	10	236	281	835	4	0	0	2	7	3	8	77	21	0	0	0	0	0	0	12	14	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	7	61	43	2	327	97	68
SD4470_S25_NODE_54_length_37472_cov_12.948924	0	0	0	1	6	11	75	47	117	0	0	0	0	0	1	9	199	58	0	0	0	22	4	2	131	368	966	0	0	0	13	8	0	36	258	106	0	0	1	0	0	11	40	73	470	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	33	27	22	243	93	10	993	307	267
SD4470_S25_NODE_55_length_37450_cov_91.868702	0	0	0	0	0	2	2	6	8	1	2	4	1	0	9	23	47	9	10	0	4	171	42	20	4653	5979	13901	4	13	7	28	36	0	194	907	333	0	0	0	0	0	3	39	59	337	0	0	0	0	0	2	5	9	13	0	0	0	1	0	1	1	11	4	290	166	6	2260	1042	611
SD4470_S25_NODE_56_length_37263_cov_20.792449	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	5	54	13	0	0	0	20	0	0	136	321	1233	0	0	0	7	1	0	4	81	29	0	0	0	2	0	0	1	13	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	65	101	0	406	31	82
SD4470_S25_NODE_57_length_37013_cov_9.592945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	14	0	0	0	4	0	0	265	330	1120	0	0	0	15	2	0	4	77	119	0	0	2	0	0	2	116	79	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	75	1	270	146	179
SD4470_S25_NODE_58_length_36966_cov_4.165713	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	35	269	206	0	0	0	4	2	0	37	98	300	0	0	0	0	6	0	0	4	4	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	10	2	38	8	8
SD4470_S25_NODE_61_length_36736_cov_7.193404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	248	54	0	0	0	8	4	0	425	284	560	0	0	0	2	0	0	4	15	16	0	0	0	0	0	0	1	2	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	61	29	8
SD4470_S25_NODE_64_length_36527_cov_8.384582	0	0	0	0	0	0	1	4	5	0	0	0	0	0	0	71	1123	194	0	0	0	25	4	0	87	310	876	0	0	0	3	1	0	2	27	5	0	0	0	0	0	0	3	16	192	0	0	0	0	0	0	4	2	23	0	0	0	0	0	0	2	3	3	38	28	0	267	57	31
SD4470_S25_NODE_65_length_36510_cov_7.959103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	62	132	491	0	0	0	4	2	0	6	30	12	0	0	0	0	0	0	6	16	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	34	2	212	29	37
SD4470_S25_NODE_66_length_36435_cov_8.494664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	219	544	0	0	0	4	2	0	7	44	28	0	0	0	0	0	2	0	18	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	23	0	222	8	70
SD4470_S25_NODE_69_length_35907_cov_8.866118	0	0	0	14	13	7	68	69	103	0	2	0	0	0	0	2	5	12	0	1	0	6	0	3	145	230	727	0	0	0	3	6	0	21	104	54	0	0	0	0	0	3	7	20	121	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	10	10	14	24	34	0	580	25	146
SD4470_S25_NODE_72_length_35703_cov_20.392157	0	0	0	0	0	0	0	0	0	0	0	0	5	6	16	102	1393	135	0	0	0	30	8	0	896	1463	3742	0	0	0	4	2	2	22	49	35	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	9	0	234	203	125
SD4470_S25_NODE_75_length_35306_cov_5.750774	0	0	0	1	3	4	2	0	6	0	0	0	0	0	0	2	35	17	0	0	0	3	0	0	28	166	289	0	0	0	0	0	0	6	4	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	49	10	2
SD4470_S25_NODE_77_length_34564_cov_34.414736	0	0	0	0	7	0	5	6	2	0	0	0	47	53	67	325	3107	357	0	8	1	273	41	19	1542	2350	6393	0	4	0	27	22	0	62	283	222	0	0	0	0	0	6	3	4	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	228	118	6	1077	770	411
SD4470_S25_NODE_82_length_33794_cov_13.197022	0	0	0	7	2	4	9	5	1	15	5	0	3	0	6	0	0	3	0	0	0	15	5	2	1080	515	1401	0	0	0	6	2	0	10	49	52	0	1	2	0	0	4	12	18	128	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	25	42	0	374	58	158
SD4470_S25_NODE_88_length_33179_cov_16.091807	0	0	0	12	12	1	117	99	255	0	0	0	0	0	0	69	641	422	2	8	1	46	4	4	232	458	1592	0	0	0	24	5	2	8	160	145	0	0	0	1	0	1	40	67	598	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	46	15	22	149	141	6	988	141	364
SD4470_S25_NODE_89_length_33129_cov_6.992466	0	0	0	2	4	5	143	231	421	0	0	0	0	0	2	0	12	8	0	0	0	6	0	0	60	177	604	0	0	0	2	0	0	6	58	15	0	0	0	0	0	0	6	12	97	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	2	0	1	8	5	0	72	2	24
SD4470_S25_NODE_90_length_32903_cov_7.440444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	247	589	998	0	0	0	11	13	2	68	185	75	0	0	0	0	0	0	10	21	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	174	6	704	95	92
SD4470_S25_NODE_92_length_32644_cov_13.194798	1	2	2	34	33	21	57	26	57	2	0	4	0	1	0	3	1	23	0	0	0	17	0	4	110	263	729	0	0	0	6	10	10	33	152	37	5	3	1	2	2	16	49	98	792	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	2	1	71	125	5	361	62	121
SD4470_S25_NODE_93_length_32607_cov_29.223947	2	3	3	51	73	25	68	42	83	1	0	5	0	6	5	33	51	20	11	4	9	16	5	7	5924	9649	11391	7	0	1	46	47	35	361	1131	487	1	1	4	5	7	28	406	864	4140	6	2	4	2	5	8	107	104	111	0	2	0	4	3	2	1	0	1	1007	552	58	5355	972	779
SD4470_S25_NODE_96_length_32177_cov_8.191994	0	0	0	6	2	2	69	71	159	0	0	0	0	0	0	6	93	45	0	0	0	8	0	0	37	128	452	0	0	0	0	0	0	2	38	32	0	0	0	0	0	0	98	150	1449	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	32	4	0	433	61	86
SD4470_S25_NODE_97_length_31904_cov_8.197317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	67	185	416	0	0	0	1	2	0	2	107	63	29	6	32	9	14	172	6	3	70	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	45	23	6	438	78	122
SD4470_S25_NODE_99_length_31673_cov_6.033517	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	10	0	0	0	0	58	15	4	668	228	849	0	0	0	0	2	0	8	56	48	1	4	0	1	0	1	428	208	1670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	25	0	213	23	132
